STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
08,051,963600,1,1500000US080519636001,80519636001.0,1,BG,1170608414,9308748,"POLYGON ((-106.87331 38.671502, -106.870916 38.672374999999995, -106.869889 38.674012999999995, -106.86689 38.674943999999996, -106.865665 38.676, -106.860258 38.675383, -106.856975 38.676922, -106.854667 38.677436, -106.852643 38.675233, -106.852053 38.673677999999995, -106.853549 38.673123, -106.85203 38.672197, -106.850381 38.673159999999996, -106.847027 38.666077, -106.846365 38.665119, -106.845754 38.666343999999995, -106.845465 38.669647, -106.845984 38.671012, -106.850259 38.676038999999996, -106.849722 38.676733999999996, -106.849777 38.680122, -106.846347 38.682939999999995, -106.845067 38.685396, -106.843678 38.685691, -106.842776 38.688258, -106.841739 38.68888, -106.843372 38.69198, -106.832091 38.707366, -106.822336 38.71418, -106.820186 38.716107, -106.819081 38.716505999999995, -106.815048 38.719339999999995, -106.817211 38.720568, -106.814806 38.721658, -106.815742 38.724198, -106.813524 38.725099, -106.809004 38.723535, -106.806743 38.721787, -106.80281 38.721869999999996, -106.79831899999999 38.720186, -106.793662 38.717960999999995, -106.789999 38.718285, -106.785235 38.721337999999996, -106.782922 38.721224, -106.780035 38.720149, -106.777601 38.720369, -106.775688 38.722888999999995, -106.776137 38.725443, -106.774286 38.72746, -106.774175 38.72923, -106.772201 38.732647, -106.772246 38.733647999999995, -106.770473 38.736486, -106.768975 38.737957, -106.767638 38.747226, -106.767649 38.750594, -106.769471 38.75186, -106.770162 38.755936, -106.770161 38.75951, -106.769393 38.761218, -106.767083 38.763819, -106.766408 38.766788, -106.764316 38.771363, -106.764963 38.773102, -106.764106 38.777969999999996, -106.761736 38.780828, -106.762481 38.783712, -106.762351 38.786643999999995, -106.763467 38.788246, -106.763153 38.789867, -106.761137 38.792631, -106.758877 38.79371, -106.75647599999999 38.794008999999996, -106.75317 38.795902999999996, -106.751076 38.798203, -106.75083599999999 38.799242, -106.748301 38.801806, -106.743352 38.805946999999996, -106.739589 38.807908, -106.735881 38.808037999999996, -106.734721 38.811597, -106.733334 38.813325, -106.734601 38.815149, -106.737763 38.818608, -106.733689 38.823066, -106.73157 38.82476, -106.728364 38.825801999999996, -106.720779 38.831758, -106.717176 38.835232999999995, -106.716261 38.837376, -106.714441 38.839343, -106.711169 38.843557, -106.709604 38.846325, -106.708292 38.852768999999995, -106.708182 38.855691, -106.709587 38.858599, -106.711832 38.860101, -106.713141 38.861520999999996, -106.71368 38.863246, -106.713635 38.865381, -106.717242 38.870446, -106.718545 38.871469, -106.719431 38.873278, -106.719202 38.874711, -106.72093699999999 38.877303, -106.721144 38.879467, -106.719694 38.883443, -106.720395 38.886603, -106.721442 38.8888, -106.72123 38.891227, -106.720131 38.892578, -106.721231 38.894451, -106.723418 38.896203, -106.724592 38.899465, -106.725869 38.901726, -106.726615 38.904914, -106.728625 38.907911999999996, -106.729058 38.910509, -106.730176 38.912863, -106.729783 38.914274, -106.729863 38.919004, -106.73228399999999 38.921788, -106.733294 38.923476, -106.734674 38.928050999999996, -106.736423 38.931179, -106.736794 38.933111, -106.738699 38.934127, -106.739871 38.93584, -106.741931 38.937025999999996, -106.742148 38.938353, -106.743798 38.938734, -106.745459 38.942178, -106.749175 38.944044, -106.750583 38.946318, -106.752394 38.945302, -106.792669 38.964231999999996, -106.795351 38.970133, -106.79633 38.973073, -106.798638 38.978010999999995, -106.799689 38.97965, -106.799794 38.982247, -106.796591 38.984165999999995, -106.794606 38.984825, -106.790689 38.984131, -106.78765 38.984328999999995, -106.783989 38.986916, -106.782214 38.990742999999995, -106.783592 38.993950999999996, -106.78372 38.995813999999996, -106.782514 38.999269999999996, -106.780132 38.99978, -106.778119 39.001278, -106.775011 39.006125, -106.773551 39.006813, -106.769727 39.007428, -106.768594 39.008168999999995, -106.768175 39.010231, -106.765266 39.01207, -106.761603 39.016183999999996, -106.761903 39.019301, -106.757367 39.019709999999996, -106.755083 39.021142999999995, -106.754547 39.022593, -106.751343 39.025794, -106.747018 39.026967, -106.745119 39.026923, -106.744966 39.029646, -106.746611 39.035534999999996, -106.747183 39.04002, -106.749357 39.042528, -106.746622 39.042663, -106.74214 39.043997, -106.740695 39.045905999999995, -106.73898 39.046105, -106.73713599999999 39.045035999999996, -106.73461 39.044914999999996, -106.732086 39.046365, -106.729496 39.046476999999996, -106.722661 39.045156999999996, -106.72129699999999 39.046228, -106.717218 39.048297, -106.713325 39.048601, -106.710315 39.047573, -106.709394 39.050397, -106.707851 39.053458, -106.703045 39.055917, -106.702091 39.055467, -106.698651 39.055806, -106.694969 39.055667, -106.692996 39.055065, -106.690843 39.051348999999995, -106.687963 39.049796, -106.68615 39.047897, -106.685314 39.045383, -106.681465 39.045533, -106.679096 39.045186, -106.674054 39.045811, -106.673182 39.04466, -106.67086 39.043838, -106.668077 39.043689, -106.66693599999999 39.042552, -106.664098 39.041854, -106.662859 39.041900999999996, -106.658948 39.043589999999995, -106.655492 39.044419999999995, -106.651927 39.040838, -106.65222 39.038913, -106.650274 39.037036, -106.648234 39.036045, -106.646846 39.033285, -106.646527 39.030847, -106.649882 39.027356, -106.648392 39.022152, -106.64411 39.020742, -106.638334 39.019223, -106.637887 39.014703999999995, -106.63324 39.012105, -106.630041 39.012209999999996, -106.629713 39.010506, -106.627633 39.007902, -106.62475 39.006053, -106.624174 39.003634999999996, -106.619311 39.002593, -106.617552 39.001740999999996, -106.613955 38.998892, -106.613502 38.996317999999995, -106.61160000000001 38.995433999999996, -106.603098 38.996818, -106.601114 38.997999, -106.599214 38.997994, -106.59550899999999 38.991277, -106.594153 38.990936, -106.590433 38.991271, -106.586802 38.992694, -106.582769 38.991476, -106.58094 38.991969999999995, -106.577161 38.990444, -106.574721 38.992821, -106.568522 38.994478, -106.566129 38.993792, -106.560427 38.998232, -106.559101 38.998624, -106.556184 38.99812, -106.554532 38.998757, -106.552183 38.993476, -106.550163 38.991544999999995, -106.546762 38.991078, -106.544267 38.989143999999996, -106.54214999999999 38.988277, -106.536053 38.983491, -106.53202 38.981386, -106.528389 38.980727, -106.526287 38.976588, -106.524423 38.971092999999996, -106.521861 38.968666, -106.524056 38.964205, -106.525845 38.963124, -106.528511 38.959883, -106.526683 38.955411, -106.52201 38.953875, -106.519877 38.953969, -106.518284 38.951516999999996, -106.5167 38.950347, -106.515738 38.948664, -106.513195 38.947486999999995, -106.508077 38.94589, -106.507162 38.946092, -106.505313 38.9444, -106.505839 38.94292, -106.505584 38.939457, -106.504371 38.936848999999995, -106.502695 38.936445, -106.500583 38.934748, -106.49876 38.934689999999996, -106.496258 38.93347, -106.493856 38.931089, -106.490714 38.929685, -106.489938 38.926316, -106.485652 38.922108, -106.48212 38.92093, -106.480905 38.918642999999996, -106.474912 38.916123, -106.47220899999999 38.915926999999996, -106.470044 38.913053, -106.467483 38.912259999999996, -106.465032 38.910354, -106.461941 38.911303, -106.45781099999999 38.910078, -106.453808 38.912755, -106.449951 38.913011999999995, -106.448005 38.914362, -106.446065 38.913866, -106.44215 38.915574, -106.437175 38.914905999999995, -106.436953 38.916317, -106.434864 38.918184, -106.434333 38.919999, -106.430262 38.924909, -106.427448 38.925922, -106.424952 38.926095, -106.421831 38.928067999999996, -106.419354 38.927676999999996, -106.418227 38.926629999999996, -106.41718 38.920898, -106.415627 38.91853, -106.414274 38.918129, -106.412091 38.915665, -106.407602 38.914761999999996, -106.406071 38.912982, -106.403208 38.910865, -106.402124 38.910616999999995, -106.399497 38.911943, -106.393959 38.912248999999996, -106.392991 38.917718, -106.392344 38.918775, -106.38691299999999 38.921121, -106.386257 38.922968999999995, -106.383451 38.922964, -106.380836 38.925685, -106.38036 38.924870999999996, -106.376982 38.922674, -106.377168 38.917981, -106.375745 38.913039, -106.376222 38.909538999999995, -106.37344 38.906608, -106.372211 38.906397, -106.367482 38.906917, -106.365773 38.909870999999995, -106.361544 38.912338999999996, -106.357073 38.912945, -106.351501 38.909887999999995, -106.347334 38.908467, -106.345241 38.907067, -106.344049 38.907606, -106.338128 38.908719999999995, -106.334984 38.911666, -106.331056 38.911695, -106.326099 38.911004, -106.324115 38.904796, -106.32472 38.902929, -106.322889 38.898019, -106.320863 38.89586, -106.320555 38.894708, -106.321313 38.892599, -106.32471 38.890515, -106.326697 38.887318, -106.326446 38.884101, -106.327505 38.882297, -106.330522 38.881772, -106.332483 38.880696, -106.334065 38.881309, -106.335245 38.87927, -106.336779 38.874994, -106.335846 38.87229, -106.338819 38.871722999999996, -106.342674 38.869351, -106.346982 38.867213, -106.348938 38.865111999999996, -106.349261 38.855201, -106.352693 38.855633999999995, -106.356891 38.855318, -106.360566 38.8538, -106.364806 38.853080999999996, -106.36537799999999 38.851718999999996, -106.365371 38.847606, -106.364457 38.846419, -106.366442 38.844681, -106.368357 38.842087, -106.370126 38.840485, -106.370204 38.838719, -106.374579 38.837385999999995, -106.37601 38.836416, -106.378819 38.836124999999996, -106.37902 38.835132, -106.381747 38.832857, -106.383067 38.831134999999996, -106.383589 38.828503999999995, -106.383592 38.824802, -106.391269 38.822759999999995, -106.395024 38.822393, -106.397529 38.823133999999996, -106.399021 38.825298, -106.403505 38.826597, -106.406987 38.829333999999996, -106.409307 38.827888, -106.411888 38.825736, -106.416263 38.82385, -106.415334 38.819441999999995, -106.415045 38.815281999999996, -106.416025 38.813787, -106.420551 38.811609, -106.422726 38.808375, -106.422336 38.806731, -106.420666 38.804148999999995, -106.418581 38.802954, -106.417911 38.800691, -106.41459 38.799138, -106.414363 38.795203, -106.41287 38.790911, -106.416586 38.787622999999996, -106.416635 38.785196, -106.414737 38.780186, -106.413816 38.779092999999996, -106.415498 38.774417, -106.415498 38.772441, -106.417452 38.770474, -106.419259 38.766000000000005, -106.417143 38.764435, -106.416265 38.761728, -106.416149 38.759237, -106.415099 38.757095, -106.41728 38.755426, -106.41995299999999 38.751529, -106.419637 38.749995, -106.418401 38.74915, -106.418011 38.742028, -106.418658 38.739632, -106.42005 38.738805, -106.418493 38.735304, -106.416752 38.733756, -106.416665 38.727813999999995, -106.417431 38.725674999999995, -106.419185 38.723988999999996, -106.423467 38.720847, -106.422786 38.718857, -106.423222 38.716166, -106.42470900000001 38.712693, -106.425275 38.710307, -106.429468 38.709810999999995, -106.431656 38.708708, -106.434588 38.70927, -106.438142 38.708631, -106.443493 38.709230999999996, -106.44468 38.708037, -106.44553 38.705532999999996, -106.448313 38.704927999999995, -106.450135 38.70266, -106.451867 38.698343, -106.454851 38.699014999999996, -106.457736 38.699104999999996, -106.464561 38.698648, -106.469881 38.696962, -106.474105 38.695009999999996, -106.483165 38.689565, -106.487515 38.688002, -106.492086 38.685959, -106.495318 38.683878, -106.499038 38.680549, -106.502229 38.679694, -106.50469 38.678363, -106.507245 38.677645999999996, -106.509762 38.677865, -106.515249 38.679306, -106.518542 38.682237, -106.520745 38.683532, -106.52979 38.686327999999996, -106.532813 38.686082, -106.535365 38.685234, -106.536998 38.683097, -106.542037 38.68685, -106.546304 38.690416, -106.54961 38.691981999999996, -106.561057 38.696076, -106.566889 38.699206, -106.569932 38.699653, -106.57911 38.698523, -106.581541 38.699959, -106.584928 38.695682999999995, -106.587041 38.6922, -106.589355 38.685504, -106.593236 38.684352, -106.599343 38.683259, -106.613112 38.678706999999996, -106.61460000000001 38.678087, -106.615223 38.675717, -106.613547 38.673426, -106.607007 38.671392, -106.604749 38.669163999999995, -106.60462 38.668036, -106.606503 38.666427, -106.609837 38.665135, -106.620278 38.662366999999996, -106.621446 38.661, -106.621955 38.658671, -106.623754 38.656273, -106.625582 38.655504, -106.625583 38.654548999999996, -106.629102 38.653661, -106.63665 38.652875, -106.643592 38.651016999999996, -106.64268 38.650448, -106.643824 38.645331, -106.644937 38.643834999999996, -106.64685 38.643242, -106.64872199999999 38.643485, -106.64487199999999 38.638024, -106.646168 38.636916, -106.647808 38.633784, -106.647066 38.630973999999995, -106.647285 38.629501999999995, -106.650016 38.626354, -106.654367 38.624742999999995, -106.657378 38.624826999999996, -106.658676 38.624313, -106.659373 38.623158, -106.659153 38.620089, -106.662707 38.61729, -106.665379 38.616133999999995, -106.667954 38.61325, -106.67076 38.608956, -106.671211 38.607589, -106.674925 38.604824, -106.676476 38.604351, -106.67721 38.601349, -106.679187 38.599464, -106.681171 38.599762, -106.681943 38.601592, -106.684307 38.603645, -106.687398 38.605574, -106.688838 38.605804, -106.692732 38.609579, -106.695048 38.609629999999996, -106.69899 38.61049, -106.700846 38.613247, -106.702443 38.613716, -106.706567 38.613974, -106.707348 38.611931999999996, -106.709088 38.611405999999995, -106.71098 38.611723999999995, -106.71637 38.614474, -106.718329 38.614802999999995, -106.721273 38.613673999999996, -106.724204 38.611473, -106.726767 38.610349, -106.729887 38.610217999999996, -106.733648 38.611394, -106.736059 38.612876, -106.738492 38.617289, -106.742905 38.619783, -106.746507 38.619541, -106.750218 38.620194999999995, -106.751162 38.621251, -106.754544 38.619831999999995, -106.757422 38.619184, -106.759273 38.618114999999996, -106.76358 38.616836, -106.76547 38.615642, -106.768458 38.611180999999995, -106.769762 38.610761, -106.770569 38.616172999999996, -106.77132399999999 38.618536999999996, -106.771303 38.621254, -106.77029 38.622626, -106.770048 38.624741, -106.772109 38.625778, -106.773998 38.629709, -106.774393 38.633162, -106.773603 38.636064999999995, -106.771618 38.638439, -106.77097499999999 38.641248999999995, -106.772821 38.642541, -106.774281 38.643139, -106.777085 38.642193, -106.778807 38.64224, -106.780662 38.643913999999995, -106.782955 38.644864, -106.786057 38.645118, -106.788585 38.644265, -106.791662 38.644946999999995, -106.793155 38.644376, -106.796184 38.644965, -106.798662 38.646197, -106.802992 38.645885, -106.81828 38.646111999999995, -106.823417 38.644898, -106.825545 38.643969999999996, -106.833335 38.642376999999996, -106.836247 38.643678, -106.839239 38.644124999999995, -106.840753 38.642559, -106.843131 38.643530999999996, -106.845007 38.646234, -106.847837 38.643858, -106.851034 38.644064, -106.855233 38.643353, -106.857599 38.646257999999996, -106.859451 38.647092, -106.861821 38.647158999999995, -106.864679 38.64561, -106.864911 38.643884, -106.866568 38.64383, -106.866872 38.644946999999995, -106.865776 38.647316, -106.862364 38.6513, -106.859924 38.653461, -106.85571 38.655525999999995, -106.854112 38.660039, -106.849061 38.660883, -106.851158 38.66373, -106.855355 38.66448, -106.856843 38.66377, -106.860055 38.663605, -106.86419599999999 38.661888999999995, -106.863596 38.66409, -106.863519 38.667021, -106.870589 38.667068, -106.875545 38.667702999999996, -106.87331 38.671502))"
08,051,963800,4,1500000US080519638004,80519638004.0,4,BG,779156,0,"POLYGON ((-106.99221299999999 38.872133999999996, -106.990588 38.872245, -106.99068199999999 38.874158, -106.989144 38.87496, -106.987791 38.874247, -106.98495 38.874216, -106.984882 38.873464, -106.980917 38.873441, -106.981344 38.869524, -106.979764 38.866192, -106.979342 38.865898, -106.981574 38.865257, -106.98311 38.866161, -106.990454 38.866372999999996, -106.990553 38.870653, -106.992248 38.870771, -106.99221299999999 38.872133999999996))"
08,005,087000,3,1500000US080050870003,80050870003.0,3,BG,424998,0,"POLYGON ((-104.875309 39.696504999999995, -104.874196 39.696472, -104.865962 39.696559, -104.865962 39.691896, -104.866559 39.691826999999996, -104.87529 39.691714999999995, -104.875309 39.696504999999995))"
08,005,082000,3,1500000US080050820003,80050820003.0,3,BG,182244,0,"POLYGON ((-104.80221 39.708898999999995, -104.801691 39.711062, -104.800135 39.711568, -104.795677 39.706734, -104.800947 39.707147, -104.803748 39.707772999999996, -104.80221 39.708898999999995))"
08,005,086700,2,1500000US080050867002,80050867002.0,2,BG,4224516,0,"POLYGON ((-104.707311 39.584869999999995, -104.703845 39.58287, -104.69640000000001 39.584770999999996, -104.689899 39.581495, -104.686384 39.582429, -104.68468 39.580404, -104.681538 39.576862, -104.67954 39.573445, -104.679505 39.565995, -104.686759 39.565988, -104.70702299999999 39.565988, -104.707359 39.576744, -104.707311 39.584869999999995))"
08,005,083800,3,1500000US080050838003,80050838003.0,3,BG,165963,0,"POLYGON ((-104.814861 39.642668, -104.812301 39.641887, -104.810196 39.642136, -104.810235 39.640225, -104.81027 39.638490999999995, -104.814866 39.63851, -104.814861 39.642668))"
08,005,006704,2,1500000US080050067042,80050067042.0,2,BG,2268055,5193,"POLYGON ((-104.93188 39.639877, -104.931873 39.645826, -104.92246 39.645849, -104.914264 39.639427999999995, -104.913257 39.638691, -104.913407 39.624083, -104.92278400000001 39.624082, -104.922637 39.638619, -104.932053 39.638607, -104.93188 39.639877))"
08,005,006707,1,1500000US080050067071,80050067071.0,1,BG,978824,0,"POLYGON ((-104.904223 39.588234, -104.90418 39.595034, -104.897913 39.595031999999996, -104.890223 39.595039, -104.88889 39.594885999999995, -104.888205 39.592842999999995, -104.88538 39.590429, -104.891549 39.589783, -104.894004 39.591113, -104.89667 39.588125999999995, -104.896299 39.586667, -104.898269 39.587368999999995, -104.904227 39.587388, -104.904223 39.588234))"
08,005,080700,3,1500000US080050807003,80050807003.0,3,BG,839224,0,"POLYGON ((-104.847219 39.685686, -104.847197 39.689305999999995, -104.843337 39.689313999999996, -104.837773 39.688117999999996, -104.837771 39.69084, -104.83883 39.691860999999996, -104.836007 39.691869, -104.83455000000001 39.69289, -104.833278 39.692091, -104.833092 39.687366999999995, -104.833655 39.686124, -104.83713 39.684156, -104.840552 39.684413, -104.841116 39.683797, -104.841243 39.682077, -104.847241 39.682063, -104.847219 39.685686))"
08,005,006855,1,1500000US080050068551,80050068551.0,1,BG,1160916,0,"POLYGON ((-104.866822 39.599216, -104.866762 39.603744, -104.86669 39.608937, -104.866681 39.609558, -104.866535 39.609558, -104.861691 39.609190999999996, -104.859611 39.609564, -104.85344 39.609772, -104.852172 39.610243, -104.851145 39.609493, -104.852325 39.607928, -104.8523 39.60379, -104.855681 39.602847, -104.855812 39.602314, -104.862068 39.601926999999996, -104.862113 39.598420999999995, -104.863611 39.598241, -104.866709 39.598408, -104.866784 39.598838, -104.866822 39.599216))"
08,005,080600,1,1500000US080050806001,80050806001.0,1,BG,438588,0,"POLYGON ((-104.847241 39.682063, -104.841243 39.682077, -104.836287 39.682092, -104.837573 39.680139, -104.836756 39.678914, -104.837651 39.677198, -104.836256 39.674983, -104.837822 39.674999, -104.839279 39.674969, -104.839755 39.67585, -104.838443 39.67709, -104.839605 39.678791, -104.843159 39.677622, -104.84725399999999 39.678402999999996, -104.847241 39.682063))"
08,005,086000,3,1500000US080050860003,80050860003.0,3,BG,1398315,0,"POLYGON ((-104.72626 39.623931999999996, -104.719088 39.623937, -104.719037 39.638545, -104.718877 39.638548, -104.716334 39.638557999999996, -104.716387 39.636564, -104.716467 39.6283, -104.716513 39.624448, -104.716613 39.616668, -104.716616 39.61331, -104.716665 39.609421, -104.716792 39.609546, -104.71884 39.609466, -104.720347 39.61127, -104.724758 39.613594, -104.725458 39.61533, -104.723865 39.617470999999995, -104.725983 39.62085, -104.72626 39.623931999999996))"
08,005,083900,2,1500000US080050839002,80050839002.0,2,BG,207716,0,"POLYGON ((-104.823435 39.644832, -104.82026 39.645437, -104.819784 39.641422, -104.819617 39.641777999999995, -104.819657 39.638531, -104.822661 39.638545, -104.82292699999999 39.638546, -104.822663 39.641343, -104.823602 39.643203, -104.823435 39.644832))"
08,005,085500,1,1500000US080050855001,80050855001.0,1,BG,671674,0,"POLYGON ((-104.791617 39.618162, -104.789009 39.617748, -104.785098 39.619389, -104.783546 39.619327999999996, -104.782677 39.616579, -104.780576 39.618871999999996, -104.777483 39.620506999999996, -104.773157 39.618793, -104.773437 39.618376999999995, -104.772864 39.614968, -104.791661 39.614886, -104.791617 39.618162))"
08,005,085100,2,1500000US080050851002,80050851002.0,2,BG,1097632,0,"POLYGON ((-104.791659 39.608986, -104.790919 39.607672, -104.787168 39.60465, -104.787249 39.602306999999996, -104.781919 39.602185999999996, -104.778137 39.598501999999996, -104.777862 39.594995, -104.79193599999999 39.594921, -104.791659 39.608986))"
08,005,086800,1,1500000US080050868001,80050868001.0,1,BG,537491,0,"POLYGON ((-104.897402 39.69627, -104.894225 39.696597, -104.893402 39.695695, -104.893324 39.696594999999995, -104.891715 39.69659, -104.885773 39.696523, -104.885787 39.689307, -104.889533 39.689308, -104.894092 39.692873999999996, -104.894201 39.692994, -104.896224 39.695529, -104.897402 39.69627))"
08,005,081100,1,1500000US080050811001,80050811001.0,1,BG,561610,0,"POLYGON ((-104.829172 39.701223999999996, -104.828824 39.704533999999995, -104.827024 39.709354999999995, -104.826947 39.71116, -104.826689 39.71116, -104.826791 39.709115, -104.828625 39.703916, -104.819305 39.703876, -104.819284 39.700900000000004, -104.820128 39.701073, -104.821706 39.702028, -104.82405 39.702031999999996, -104.824792 39.701722, -104.824072 39.700874, -104.82384 39.698980999999996, -104.822299 39.699014999999996, -104.821338 39.698158, -104.819263 39.697967, -104.819253 39.696594, -104.829497 39.696619999999996, -104.829172 39.701223999999996))"
08,005,005620,2,1500000US080050056202,80050056202.0,2,BG,559523,48388,"POLYGON ((-105.027791 39.616917, -105.027806 39.618424, -105.026334 39.620418, -105.022824 39.622769, -105.020828 39.623013, -105.017216 39.620944, -105.020826 39.615729, -105.02518 39.613158, -105.026077 39.61308, -105.027832 39.612395, -105.027791 39.616917))"
08,005,006712,1,1500000US080050067121,80050067121.0,1,BG,2589155,2864,"POLYGON ((-104.922835 39.611764, -104.92278400000001 39.624082, -104.913407 39.624083, -104.905551 39.624001, -104.90402399999999 39.623827, -104.904268 39.609559999999995, -104.916291 39.609567999999996, -104.91940000000001 39.609572, -104.92285 39.609581999999996, -104.922835 39.611764))"
08,059,009849,2,1500000US080590098492,80590098492.0,2,BG,458935,0,"POLYGON ((-105.209923 39.728055999999995, -105.209291 39.729980999999995, -105.204923 39.728757, -105.20317 39.727168999999996, -105.203102 39.72186, -105.209991 39.721909, -105.209923 39.728055999999995))"
08,005,085700,1,1500000US080050857001,80050857001.0,1,BG,735876,0,"POLYGON ((-104.791471 39.638498, -104.784639 39.638507, -104.782269 39.63851, -104.782167 39.636686999999995, -104.783599 39.63467, -104.783348 39.633233, -104.781159 39.631985, -104.782128 39.630874, -104.785386 39.628477, -104.786272 39.629698, -104.791509 39.630657, -104.791471 39.638498))"
